* Freq[Hz]     dBSPL  Phase[Deg]
21.8102     46.286  -101.410
22.1274     46.730   -98.396
22.4492     47.098   -95.441
22.7758     47.386   -92.533
23.1071     47.591   -89.661
23.4432     47.708   -86.816
23.7841     47.727   -83.994
24.1301     47.639   -81.190
24.4811     47.437   -78.405
24.8372     47.106   -75.642
25.1984     46.625   -72.910
25.5649     45.968   -70.225
25.9368     45.096   -67.614
26.3141     43.953   -65.127
26.6968     42.450   -62.864
27.0851     40.431   -61.078
27.4791     37.581   -59.924
27.8788     33.389   -57.754
28.2843     28.639   -70.203
28.6957     31.351   149.431
29.1131     36.199   147.195
29.5365     39.529   147.219
29.9661     41.825   148.461
30.4020     43.452   150.277
30.8442     44.601   152.267
31.2929     45.391   154.242
31.7480     45.884   156.064
32.2098     46.099   157.591
32.6783     46.038   158.658
33.1536     45.714   159.049
33.6359     45.131   158.426
34.1251     44.285   156.256
34.6215     43.209   151.770
35.1250     42.027   143.909
35.6359     41.027   131.858
36.1543     40.615   116.587
36.6802     40.995   101.697
37.2137     41.897    90.387
37.7550     42.884    83.225
38.3041     43.689    79.292
38.8613     44.202    77.617
39.4265     44.372    77.504
40.0000     44.176    78.590
40.5818     43.579    80.768
41.1721     42.532    84.252
41.7710     40.969    89.841
42.3785     38.834    99.662
42.9949     36.362   118.786
43.6203     35.021   152.822
44.2548     36.449  -174.571
44.8985     38.982  -158.167
45.5515     41.238  -151.753
46.2141     43.027  -150.341
46.8863     44.424  -151.830
47.5683     45.518  -155.288
48.2602     46.374  -160.314
48.9621     47.041  -166.832
49.6743     47.569  -175.024
50.3968     48.045   174.807
51.1299     48.610   162.532
51.8736     49.437   148.673
52.6281     50.624   134.597
53.3936     52.110   121.834
54.1702     53.722   111.163
54.9581     55.290   102.472
55.7575     56.711    95.190
56.5685     57.944    88.661
57.3914     58.992    82.307
58.2261     59.883    75.672
59.0730     60.670    68.459
59.9323     61.416    60.583
60.8040     62.181    52.197
61.6884     62.992    43.626
62.5857     63.843    35.226
63.4960     64.697    27.220
64.4196     65.511    19.636
65.3566     66.254    12.337
66.3073     66.911     5.114
67.2717     67.490    -2.236
68.2502     68.012    -9.839
69.2429     68.503   -17.718
70.2501     68.981   -25.796
71.2719     69.456   -33.946
72.3086     69.923   -42.044
73.3603     70.372   -50.009
74.4274     70.789   -57.817
75.5099     71.161   -65.475
76.6083     71.483   -73.008
77.7226     71.746   -80.445
78.8531     71.948   -87.817
80.0000     72.085   -95.165
81.1636     72.159  -102.525
82.3442     72.178  -109.909
83.5419     72.152  -117.278
84.7570     72.086  -124.533
85.9899     71.979  -131.535
87.2406     71.817  -138.161
88.5096     71.578  -144.365
89.7970     71.245  -150.197
91.1031     70.821  -155.763
92.4282     70.332  -161.132
93.7726     69.828  -166.220
95.1366     69.363  -170.731
96.5204     68.967  -174.254
97.9243     68.632  -176.508
99.3486     68.332  -177.552
100.794     68.050  -177.843
102.260     67.803  -178.086
103.747     67.643  -178.952
105.256     67.639   179.254
106.787     67.812   176.731
108.340     68.106   173.957
109.916     68.402   171.255
111.515     68.592   168.587
113.137     68.622   165.676
114.783     68.511   162.277
116.452     68.324   158.422
118.146     68.133   154.504
119.865     67.971   151.107
121.608     67.826   148.677
123.377     67.677   147.283
125.171     67.520   146.594
126.992     67.396   146.054
128.839     67.369   145.186
130.713     67.486   143.845
132.615     67.712   142.176
134.543     67.937   140.284
136.500     68.065   138.054
138.486     68.087   135.264
140.500     68.071   132.024
142.544     68.055   128.969
144.617     67.995   126.638
146.721     67.851   124.827
148.855     67.707   122.987
151.020     67.715   121.093
153.217     67.883   119.532
155.445     68.047   118.199
157.706     68.087   116.341
160.000     68.030   113.487
162.327     67.936   110.096
164.688     67.763   106.899
167.084     67.461   104.169
169.514     67.129   102.162
171.980     66.925   101.505
174.481     66.867   102.334
177.019     66.891   103.690
179.594     67.006   104.223
182.206     67.237   103.296
184.856     67.530   101.325
187.545     67.786    99.181
190.273     67.933    97.489
193.041     67.939    96.310
195.849     67.872    95.259
198.697     67.884    93.955
201.587     68.046    92.368
204.520     68.262    90.544
207.494     68.426    88.391
210.512     68.542    86.108
213.574     68.629    84.216
216.681     68.673    82.781
219.833     68.728    81.184
223.030     68.881    78.944
226.274     69.058    76.060
229.565     69.124    72.710
232.905     69.071    69.478
236.292     68.891    67.202
239.729     68.561    65.954
243.216     68.267    65.066
246.754     68.193    64.084
250.343     68.163    62.764
253.984     67.978    60.827
257.678     67.728    58.922
261.426     67.523    58.332
265.229     67.385    58.996
269.087     67.441    59.612
273.001     67.609    59.191
276.972     67.633    57.815
281.000     67.523    56.429
285.088     67.416    56.218
289.234     67.446    57.129
293.441     67.680    57.688
297.709     67.953    56.744
302.040     68.079    54.327
306.433     68.062    51.330
310.890     68.004    48.826
315.412     67.968    47.434
320.000     67.861    46.664
324.655     67.689    45.835
329.377     67.648    44.997
334.168     67.714    44.176
339.028     67.776    42.925
343.959     67.750    41.290
348.962     67.477    40.090
354.038     67.081    39.805
359.188     66.877    40.015
364.412     66.960    39.722
369.713     67.120    38.722
375.090     67.079    37.594
380.546     66.787    37.101
386.081     66.547    37.548
391.697     66.566    38.930
397.394     66.906    40.094
403.175     67.378    39.785
409.039     67.587    37.777
414.989     67.406    35.696
421.025     67.068    35.256
427.149     66.980    35.802
433.362     67.160    35.276
439.665     67.164    33.985
446.060     66.948    33.713
452.548     67.004    34.204
459.131     67.187    33.694
465.809     66.993    32.818
472.584     66.620    33.705
479.458     66.652    36.812
486.432     67.110    39.680
493.507     67.881    40.483
500.686     68.769    37.885
507.968     69.259    32.862
515.357     69.181    27.922
522.853     68.945    24.903
530.458     68.864    22.754
538.174     68.721    20.347
546.002     68.446    18.162
553.943     68.188    16.549
562.001     67.931    15.400
570.175     67.747    14.655
578.469     67.740    14.238
586.883     67.839    13.638
595.419     67.999    12.631
604.080     68.094    11.175
612.866     68.074     9.237
621.780     68.049     7.025
630.824     67.990     4.834
640.000     67.850     2.858
649.309     67.697     1.316
658.753     67.540     0.287
668.335     67.372    -0.043
678.056     67.214     0.051
687.919     67.127     0.483
697.925     67.121     1.021
708.077     67.117     1.361
718.376     67.154     1.409
728.825     67.212     1.324
739.426     67.234     1.371
750.181     67.183     1.236
761.093     67.122     0.972
772.163     67.159     0.745
783.394     67.290     1.130
794.789     67.469     1.713
806.349     67.696     2.135
818.078     67.965     2.026
829.977     68.239     1.405
842.050     68.478     0.037
854.298     68.705    -1.886
866.724     68.874    -3.849
879.330     68.868    -5.640
892.120     68.809    -7.304
905.097     68.764    -8.656
918.262     68.698    -9.376
931.618     68.641    -9.747
945.169     68.573   -10.341
958.917     68.589   -11.114
972.864     68.692   -11.907
987.015     68.749   -12.312
1001.37     68.764   -12.266
1015.94     68.765   -11.711
1030.71     68.839   -10.872
1045.71     69.110    -9.888
1060.92     69.517    -9.463
1076.35     70.045   -10.279
1092.00     70.609   -12.303
1107.89     71.032   -15.253
1124.00     71.277   -18.930
1140.35     71.381   -22.915
1156.94     71.359   -26.475
1173.77     71.259   -29.219
1190.84     71.149   -31.315
1208.16     71.114   -33.244
1225.73     71.147   -35.135
1243.56     71.151   -37.328
1261.65     71.076   -39.928
1280.00     70.923   -42.443
1298.62     70.711   -44.121
1317.51     70.564   -44.880
1336.67     70.573   -45.514
1356.11     70.706   -47.009
1375.84     70.853   -49.870
1395.85     70.819   -53.620
1416.15     70.461   -57.227
1436.75     69.811   -59.508
1457.65     69.058   -59.467
1478.85     68.554   -57.311
1500.36     68.524   -54.882
1522.19     68.715   -53.991
1544.33     68.776   -54.557
1566.79     68.526   -54.971
1589.58     68.102   -53.470
1612.70     67.912   -49.615
1636.16     68.240   -45.193
1659.95     68.929   -42.428
1684.10     69.675   -41.800
1708.60     70.364   -42.593
1733.45     70.999   -44.230
1758.66     71.570   -46.730
1784.24     72.033   -50.039
1810.19     72.320   -53.607
1836.52     72.448   -56.669
1863.24     72.549   -58.898
1890.34     72.761   -60.727
1917.83     73.107   -62.988
1945.73     73.470   -66.143
1974.03     73.737   -70.026
2002.74     73.872   -74.161
2031.87     73.880   -78.137
2061.43     73.798   -81.657
2091.41     73.689   -84.595
2121.83     73.627   -87.106
2152.69     73.628   -89.623
2184.01     73.626   -92.335
2215.77     73.563   -95.000
2248.00     73.482   -97.418
2280.70     73.459   -99.819
2313.87     73.446  -102.483
2347.53     73.341  -105.152
2381.68     73.178  -107.425
2416.32     73.072  -109.303
2451.46     73.028  -111.163
2487.12     72.983  -113.100
2523.30     72.952  -115.083
2560.00     72.949  -117.225
2597.24     72.903  -119.463
2635.01     72.811  -121.434
2673.34     72.789  -123.171
2712.23     72.846  -125.098
2751.68     72.885  -127.298
2791.70     72.930  -129.642
2832.31     73.013  -132.293
2873.50     73.024  -135.198
2915.30     72.945  -137.879
2957.70     72.910  -140.231
3000.72     72.935  -142.640
3044.37     72.935  -145.309
3088.65     72.902  -148.134
3133.58     72.821  -150.944
3179.16     72.687  -153.533
3225.40     72.557  -155.844
3272.31     72.445  -157.970
3319.91     72.336  -159.947
3368.20     72.246  -161.712
3417.19     72.192  -163.407
3466.89     72.181  -165.328
3517.32     72.143  -167.470
3568.48     72.033  -169.540
3620.39     71.934  -171.382
3673.05     71.880  -173.182
3726.47     71.846  -175.221
3780.67     71.791  -177.413
3835.67     71.714  -179.729
3891.46     71.602   177.992
3948.06     71.419   176.102
4005.49     71.260   174.688
4063.75     71.159   173.712
4122.86     71.128   172.811
4182.82     71.261   171.552
4243.66     71.423   169.572
4305.39     71.452   167.319
4368.01     71.434   165.328
4431.55     71.512   163.430
4496.01     71.631   161.134
4561.40     71.651   158.628
4627.75     71.599   156.337
4695.06     71.605   154.320
4763.35     71.656   152.240
4832.64     71.698   150.103
4902.93     71.773   147.982
4974.24     71.946   145.586
5046.60     72.141   142.726
5120.00     72.285   139.497
5194.47     72.403   136.107
5270.03     72.532   132.562
5346.68     72.681   128.710
5424.45     72.820   124.453
5503.35     72.911   119.825
5583.40     72.907   115.183
5664.61     72.871   110.607
5747.01     72.879   105.952
5830.60     72.878   100.986
5915.41     72.824    95.638
6001.45     72.677    90.176
6088.74     72.398    84.918
6177.30     72.055    80.157
6267.15     71.672    76.042
6358.31     71.256    72.728
6450.80     70.887    70.337
6544.62     70.654    68.568
6639.82     70.604    66.843
6736.40     70.671    64.580
6834.38     70.782    61.587
6933.79     70.923    58.031
7034.64     71.061    54.049
7136.96     71.163    49.690
7240.77     71.267    44.842
7346.09     71.372    39.375
7452.94     71.381    33.280
7561.35     71.275    26.681
7671.33     71.077    19.694
7782.91     70.660    12.682
7896.12     69.928     6.673
8010.97     69.126     2.360
8127.49     68.472    -0.527
8245.71     67.851    -2.300
8365.65     67.414    -3.032
8487.33     67.342    -3.546
8610.78     67.521    -5.514
8736.03     67.670    -9.201
8863.09     67.528   -12.991
8992.01     67.307   -15.572
9122.80     67.471   -17.621
9255.50     67.911   -21.431
9390.12     68.254   -27.321
9526.70     68.236   -34.213
9665.27     67.863   -40.434
9805.86     67.344   -44.612
9948.49     67.025   -46.530
10093.2     67.236   -48.130
10240.0     67.825   -51.694
10388.9     68.347   -57.579
10540.1     68.643   -64.586
10693.4     68.859   -72.275
10848.9     68.984   -80.809
11006.7     68.752   -89.544
11166.8     68.083   -96.425
11329.2     67.452   -99.741
11494.0     67.550  -101.126
11661.2     68.354  -104.439
11830.8     69.337  -111.251
12002.9     70.201  -121.309
12177.5     70.703  -133.571
12354.6     70.595  -146.005
12534.3     70.062  -156.719
12716.6     69.654  -165.069
12901.6     69.718  -172.730
13089.2     70.060   178.599
13279.6     70.397   168.168
13472.8     70.662   156.513
13668.8     70.786   144.249
13867.6     70.765   131.608
14069.3     70.703   118.706
14273.9     70.627   105.822
14481.5     70.527    93.213
14692.2     70.581    80.410
14905.9     70.954    66.217
15122.7     71.411    49.778
15342.7     71.627    31.412
15565.8     71.563    11.946
15792.2     71.356    -8.059
16021.9     71.063   -28.408
16255.0     70.719   -49.114
16491.4     70.454   -70.434
16731.3     70.299   -92.889
16974.7     70.192  -117.044
17221.6     70.183  -143.443
17472.1     70.292  -172.841
17726.2     70.321   154.221
17984.0     70.090   117.538
18245.6     69.631    76.939
18511.0     68.973    32.058
18780.2     67.943   -17.650
19053.4     66.442   -73.121
19330.5     64.660  -134.180
19611.7     62.523   155.333
19897.0     59.992    34.339
20186.4     58.627   -10.888
20480.0     58.553   -30.150
20777.9     58.526   -47.446
21080.1     58.499   -64.741
21386.7     58.472   -82.036
21697.8     58.445   -99.331
22013.4     58.418  -116.626
22333.6     58.392  -133.922
22658.4     58.365  -151.216
22988.0     58.338  -168.510
23322.4     58.311   174.195
23661.6     58.284   156.901
24005.8     58.257   139.606
24355.0     58.230   122.312
24709.2     58.203   105.016
25068.6     58.176    87.721
25433.2     58.149    70.426
25803.2     58.122    53.131
26178.5     58.096    35.837
26559.3     58.069    18.542
26945.6     58.042     1.248
27337.5     58.015   -16.047
27735.2     57.988   -33.341
28138.6     57.961   -50.636
28547.9     57.934   -67.931
28963.1     57.907   -85.226
29384.4     57.880  -102.521
29811.8     57.853  -119.816
30245.4     57.826  -137.112
30685.3     57.800  -154.407
31131.7     57.773  -171.701
31584.5     57.746   171.005
32043.9     57.719   153.710
32510.0     57.692   136.415
32982.8     57.665   119.120
33462.6     57.638   101.825
33949.3     57.611    84.530
34443.1     57.584    67.235
34944.1     57.557    49.940
35452.4     57.530    32.645
35968.0     57.504    15.350
36491.2     57.477    -1.945
37022.0     57.450   -19.239
37560.5     57.423   -36.534
38106.8     57.396   -53.829
38661.1     57.369   -71.124
39223.4     57.342   -86.783
39793.9     57.324   -96.770
