* Freq[Hz]     dBSPL  Phase[Deg]
119.865     69.262   103.737
121.608     69.330   101.697
123.377     69.383    99.546
125.171     69.406    97.467
126.992     69.495    95.178
128.839     69.603    92.552
130.713     69.696    89.811
132.615     69.740    86.959
134.543     69.637    84.093
136.500     69.441    81.595
138.486     69.296    79.519
140.500     69.266    77.621
142.544     69.291    75.723
144.617     69.292    73.827
146.721     69.239    71.865
148.855     69.167    69.843
151.020     69.147    67.814
153.217     69.201    65.758
155.445     69.246    63.522
157.706     69.185    61.285
160.000     69.053    59.280
162.327     68.937    57.393
164.688     68.864    55.689
167.084     68.867    54.088
169.514     68.872    52.322
171.980     68.844    50.482
174.481     68.826    48.545
177.019     68.785    46.554
179.594     68.669    44.874
182.206     68.534    43.462
184.856     68.414    42.178
187.545     68.379    41.026
190.273     68.417    39.916
193.041     68.463    38.662
195.849     68.509    37.030
198.697     68.491    35.227
201.587     68.458    33.548
204.520     68.414    31.835
207.494     68.307    30.200
210.512     68.208    28.786
213.574     68.139    27.538
216.681     68.105    26.378
219.833     68.077    25.131
223.030     68.023    23.997
226.274     68.008    22.882
229.565     68.025    21.497
232.905     68.027    20.053
236.292     68.032    18.582
239.729     68.007    16.950
243.216     67.907    15.276
246.754     67.782    13.875
250.343     67.680    12.666
253.984     67.569    11.488
257.678     67.448    10.574
261.426     67.380     9.751
265.229     67.315     8.888
269.087     67.249     8.117
273.001     67.228     7.298
276.972     67.224     6.324
281.000     67.222     5.219
285.088     67.197     4.113
289.234     67.173     2.908
293.441     67.116     1.665
297.709     67.080     0.440
302.040     67.081    -0.902
306.433     67.046    -2.342
310.890     66.976    -3.748
315.412     66.878    -5.094
320.000     66.779    -6.252
324.655     66.740    -7.431
329.377     66.718    -8.591
334.168     66.688    -9.788
339.028     66.647   -11.147
343.959     66.581   -12.618
348.962     66.536   -14.073
354.038     66.489   -15.650
359.188     66.435   -17.315
364.412     66.309   -18.964
369.713     66.175   -20.618
375.090     65.958   -22.129
380.546     65.710   -23.278
386.081     65.439   -24.139
391.697     65.175   -24.669
397.394     64.994   -24.830
403.175     64.900   -25.163
409.039     64.867   -25.655
414.989     64.839   -26.481
421.025     64.749   -27.630
427.149     64.584   -28.703
433.362     64.302   -29.486
439.665     63.984   -29.591
446.060     63.704   -28.920
452.548     63.550   -27.924
459.131     63.537   -26.650
465.809     63.649   -25.682
472.584     63.863   -25.465
479.458     64.049   -25.867
486.432     64.141   -26.525
493.507     64.116   -27.008
500.686     63.989   -26.945
507.968     63.983   -26.416
515.357     64.260   -25.906
522.853     64.696   -25.958
530.458     65.108   -26.879
538.174     65.407   -28.575
546.002     65.548   -30.590
553.943     65.597   -32.599
562.001     65.617   -34.384
570.175     65.594   -35.902
578.469     65.557   -37.220
586.883     65.512   -38.384
595.419     65.464   -39.385
604.080     65.425   -40.278
612.866     65.383   -41.087
621.780     65.346   -41.807
630.824     65.317   -42.477
640.000     65.295   -43.104
649.309     65.283   -43.710
658.753     65.284   -44.314
668.335     65.296   -44.931
678.056     65.322   -45.578
687.919     65.363   -46.269
697.925     65.421   -47.032
708.077     65.494   -47.879
718.376     65.577   -48.834
728.825     65.666   -49.914
739.426     65.757   -51.128
750.181     65.846   -52.482
761.093     65.930   -53.966
772.163     66.003   -55.573
783.394     66.062   -57.284
794.789     66.106   -59.072
806.349     66.132   -60.917
818.078     66.140   -62.789
829.977     66.130   -64.662
842.050     66.102   -66.511
854.298     66.061   -68.326
866.724     66.012   -70.094
879.330     65.959   -71.794
892.120     65.908   -73.432
905.097     65.861   -75.020
918.262     65.824   -76.576
931.618     65.796   -78.146
945.169     65.780   -79.764
958.917     65.776   -81.472
972.864     65.779   -83.304
987.015     65.782   -85.280
1001.37     65.775   -87.408
1015.94     65.751   -89.681
1030.71     65.699   -92.087
1045.71     65.612   -94.578
1060.92     65.484   -97.097
1076.35     65.311   -99.569
1092.00     65.092  -101.901
1107.89     64.829  -103.993
1124.00     64.530  -105.736
1140.35     64.207  -107.033
1156.94     63.886  -107.814
1173.77     63.596  -108.049
1190.84     63.371  -107.796
1208.16     63.244  -107.200
1225.73     63.235  -106.486
1243.56     63.345  -105.912
1261.65     63.555  -105.715
1280.00     63.831  -106.050
1298.62     64.138  -106.967
1317.51     64.444  -108.448
1336.67     64.726  -110.408
1356.11     64.969  -112.734
1375.84     65.166  -115.311
1395.85     65.319  -118.026
1416.15     65.435  -120.794
1436.75     65.526  -123.553
1457.65     65.603  -126.273
1478.85     65.678  -128.970
1500.36     65.761  -131.676
1522.19     65.858  -134.445
1544.33     65.964  -137.335
1566.79     66.072  -140.386
1589.58     66.173  -143.618
1612.70     66.252  -147.020
1636.16     66.300  -150.555
1659.95     66.310  -154.158
1684.10     66.277  -157.753
1708.60     66.205  -161.259
1733.45     66.104  -164.606
1758.66     65.987  -167.743
1784.24     65.872  -170.662
1810.19     65.778  -173.393
1836.52     65.718  -176.008
1863.24     65.699  -178.616
1890.34     65.716   178.681
1917.83     65.756   175.796
1945.73     65.801   172.695
1974.03     65.829   169.388
2002.74     65.826   165.935
2031.87     65.782   162.425
2061.43     65.695   158.948
2091.41     65.577   155.591
2121.83     65.443   152.412
2152.69     65.314   149.410
2184.01     65.209   146.537
2215.77     65.137   143.699
2248.00     65.096   140.792
2280.70     65.067   137.734
2313.87     65.029   134.494
2347.53     64.960   131.111
2381.68     64.844   127.669
2416.32     64.683   124.277
2451.46     64.482   121.036
2487.12     64.260   117.998
2523.30     64.036   115.187
2560.00     63.821   112.577
2597.24     63.618   110.139
2635.01     63.421   107.867
2673.34     63.228   105.769
2712.23     63.046   103.869
2751.68     62.890   102.172
2791.70     62.779   100.649
2832.31     62.719    99.240
2873.50     62.707    97.864
2915.30     62.733    96.456
2957.70     62.788    94.984
3000.72     62.866    93.427
3044.37     62.963    91.771
3088.65     63.077    89.987
3133.58     63.206    88.025
3179.16     63.348    85.828
3225.40     63.496    83.358
3272.31     63.631    80.616
3319.91     63.727    77.675
3368.20     63.761    74.670
3417.19     63.724    71.760
3466.89     63.630    69.075
3517.32     63.511    66.672
3568.48     63.397    64.532
3620.39     63.302    62.599
3673.05     63.224    60.819
3726.47     63.159    59.179
3780.67     63.110    57.672
3835.67     63.088    56.269
3891.46     63.102    54.932
3948.06     63.148    53.606
4005.49     63.222    52.235
4063.75     63.324    50.769
4122.86     63.453    49.136
4182.82     63.601    47.297
4243.66     63.754    45.246
4305.39     63.900    42.999
4368.01     64.034    40.590
4431.55     64.157    38.034
4496.01     64.265    35.331
4561.40     64.350    32.471
4627.75     64.404    29.451
4695.06     64.419    26.298
4763.35     64.390    23.066
4832.64     64.318    19.827
4902.93     64.207    16.683
4974.24     64.071    13.720
5046.60     63.931    10.995
5120.00     63.807     8.520
5194.47     63.709     6.249
5270.03     63.639     4.136
5346.68     63.585     2.146
5424.45     63.542     0.243
5503.35     63.512    -1.637
5583.40     63.503    -3.557
5664.61     63.523    -5.575
5747.01     63.575    -7.771
5830.60     63.648   -10.188
5915.41     63.720   -12.806
6001.45     63.775   -15.585
6088.74     63.801   -18.457
6177.30     63.790   -21.335
6267.15     63.750   -24.133
6358.31     63.690   -26.818
6450.80     63.614   -29.362
6544.62     63.540   -31.725
6639.82     63.495   -33.955
6736.40     63.482   -36.116
6834.38     63.517   -38.270
6933.79     63.586   -40.524
7034.64     63.654   -42.860
7136.96     63.730   -45.210
7240.77     63.809   -47.519
7346.09     63.890   -49.757
7452.94     63.977   -52.005
7561.35     64.048   -54.383
7671.33     64.098   -56.928
7782.91     64.135   -59.612
7896.12     64.162   -62.329
8010.97     64.178   -65.009
8127.49     64.189   -67.661
8245.71     64.223   -70.446
8365.65     64.297   -73.612
8487.33     64.394   -77.081
8610.78     64.500   -80.624
8736.03     64.603   -84.033
8863.09     64.703   -87.160
8992.01     64.802   -90.081
9122.80     64.905   -93.150
9255.50     64.984   -96.603
9390.12     65.026  -100.308
9526.70     65.024  -103.899
9665.27     64.960  -107.103
9805.86     64.839  -109.697
9948.49     64.708  -111.587
10093.2     64.656  -112.965
10240.0     64.750  -114.337
10388.9     64.981  -116.191
10540.1     65.268  -118.822
10693.4     65.502  -122.124
10848.9     65.625  -125.814
11006.7     65.613  -129.625
11166.8     65.485  -133.336
11329.2     65.302  -136.824
11494.0     65.168  -140.138
11661.2     65.184  -143.395
11830.8     65.370  -146.631
12002.9     65.639  -150.056
12177.5     65.854  -153.855
12354.6     65.904  -158.041
12534.3     65.748  -162.416
12716.6     65.424  -166.535
12901.6     65.043  -169.986
13089.2     64.725  -172.633
13279.6     64.550  -174.381
13472.8     64.510  -175.474
13668.8     64.531  -176.312
13867.6     64.540  -177.256
14069.3     64.489  -178.583
14273.9     64.340   179.667
14481.5     64.100   177.301
14692.2     63.839   174.411
14905.9     63.651   171.208
15122.7     63.577   167.414
15342.7     63.548   162.912
15565.8     63.454   157.696
15792.2     63.232   151.818
16021.9     62.895   145.795
16255.0     62.518   140.262
16491.4     62.150   135.527
16731.3     61.814   131.871
16974.7     61.571   128.658
17221.6     61.437   125.025
17472.1     61.377   120.914
17726.2     61.364   116.021
17984.0     61.363   110.010
18245.6     61.334   102.846
18511.0     61.207    94.822
18780.2     60.906    86.298
19053.4     60.321    77.313
19330.5     59.419    68.081
19611.7     58.362    59.012
19897.0     57.403    50.464
20186.4     56.708    42.827
20480.0     56.353    36.298
20777.9     56.183    30.653
21080.1     56.045    25.403
21386.7     55.913    20.332
21697.8     55.781    15.274
22013.4     55.650    10.234
22333.6     55.519     5.212
22658.4     55.388     0.213
22988.0     55.258    -4.759
23322.4     55.128    -9.703
23661.6     54.998   -14.614
24005.8     54.868   -19.489
24355.0     54.739   -24.324
24709.2     54.610   -29.116
25068.6     54.481   -33.860
25433.2     54.353   -38.553
25803.2     54.225   -43.192
26178.5     54.097   -47.773
26559.3     53.969   -52.292
26945.6     53.842   -56.744
27337.5     53.715   -61.126
27735.2     53.588   -65.436
28138.6     53.462   -69.668
28547.9     53.336   -73.821
28963.1     53.210   -77.892
29384.4     53.084   -81.879
29811.8     52.959   -85.781
30245.4     52.833   -89.599
30685.3     52.709   -93.333
31131.7     52.584   -96.985
31584.5     52.460  -100.561
32043.9     52.336  -104.064
32510.0     52.212  -107.502
32982.8     52.088  -110.883
33462.6     51.965  -114.216
33949.3     51.842  -117.512
34443.1     51.719  -120.783
34944.1     51.596  -124.040
35452.4     51.474  -127.298
35968.0     51.352  -130.569
36491.2     51.230  -133.865
37022.0     51.109  -137.198
37560.5     50.987  -140.579
38106.8     50.868  -143.668
38661.1     50.754  -146.500
39223.4     50.668  -148.640
39793.9     50.609  -150.324
