"Contour Plot"		
""		
"Frequency / Hz"	"Z"	"Theta / deg"
290	90.1038	-130
300	90.1383	-130
307	90.1522	-130
315	90.1577	-130
325	90.1512	-130
335	90.1314	-130
345	90.0995	-130
355	90.0568	-130
365	90.0051	-130
375	89.9457	-130
387	89.8657	-130
400	89.7707	-130
412	89.6766	-130
425	89.5685	-130
437	89.4632	-130
450	89.3431	-130
462	89.2266	-130
475	89.0939	-130
487	88.9659	-130
500	88.8219	-130
515	88.6522	-130
530	88.4835	-130
545	88.3221	-130
560	88.1755	-130
580	88.0111	-130
600	87.8851	-130
615	87.8128	-130
630	87.7528	-130
650	87.6741	-130
670	87.5732	-130
690	87.4259	-130
710	87.211	-130
730	86.915	-130
750	86.5366	-130
775	85.9892	-130
800	85.4622	-130
825	85.1004	-130
850	85.013	-130
875	85.1922	-130
900	85.5323	-130
925	85.907	-130
950	86.2275	-130
975	86.4572	-130
1,000	86.6	-130
1,030	86.7028	-130
1,060	86.7992	-130
1,090	86.9434	-130
1,120	87.1526	-130
1,150	87.407	-130
1,180	87.6667	-130
1,220	87.9592	-130
1,250	88.0887	-130
1,280	88.093	-130
1,320	87.8706	-130
1,360	87.3759	-130
1,400	86.6799	-130
1,450	85.8139	-130
1,500	85.2855	-130
1,550	85.0326	-130
1,600	84.6628	-130
1,650	83.9493	-130
1,700	83.0233	-130
1,750	82.0609	-130
1,800	80.9255	-130
1,850	79.2851	-130
1,900	77.3241	-130
1,950	76.1239	-130
2,000	76.3491	-130
2,060	77.7366	-130
2,120	79.155	-130
2,180	80.2922	-130
2,240	81.1298	-130
2,300	81.8346	-130
2,360	82.6239	-130
2,430	83.5718	-130
2,500	84.1537	-130
2,580	84.2879	-130
2,650	84.3539	-130
2,720	84.5239	-130
2,800	84.5442	-130
2,900	84.184	-130
3,000	83.9179	-130
3,070	83.5704	-130
3,150	82.9465	-130
3,250	82.349	-130
3,350	81.8653	-130
3,450	81.4407	-130
3,550	82.1613	-130
3,650	83.0985	-130
3,750	83.1117	-130
3,870	82.8719	-130
4,000	83.1806	-130
4,120	83.1961	-130
4,250	82.3139	-130
4,370	81.4992	-130
4,500	81.1074	-130
4,620	81.1059	-130
4,750	81.3743	-130
4,870	81.2528	-130
5,000	80.5317	-130
5,150	79.9541	-130
5,300	79.9736	-130
5,450	80.4626	-130
5,600	81.0634	-130
5,800	81.445	-130
6,000	81.3761	-130
6,150	80.9791	-130
6,300	80.4178	-130
6,500	79.9654	-130
6,700	80.285	-130
6,900	80.9315	-130
7,100	81.1544	-130
7,300	81.0263	-130
7,500	80.4608	-130
7,750	79.7409	-130
8,000	80.6976	-130
8,250	82.2267	-130
8,500	82.6452	-130
8,750	81.9295	-130
9,000	80.4593	-130
9,250	79.5111	-130
9,500	79.0901	-130
9,750	78.4426	-130
10,000	77.9215	-130
10,300	78.1749	-130
10,600	78.5571	-130
10,900	78.1063	-130
11,200	76.8612	-130
11,500	76.879	-130
11,800	78.0657	-130
12,200	78.0563	-130
12,500	76.2295	-130
12,800	74.3082	-130
13,200	72.7524	-130
13,600	71.6294	-130
14,000	70.3226	-130
14,500	68.4425	-130
15,000	66.9621	-130
15,500	66.3303	-130
16,000	65.3914	-130
16,500	65.6477	-130
17,000	66.9047	-130
17,500	67.2681	-130
18,000	66.9356	-130
18,500	67.0084	-130
19,000	67.0908	-130
19,500	65.7135	-130
23.6	70.1738	-120
24.3	70.3705	-120
25	70.5616	-120
25.8	70.7736	-120
26.5	70.9537	-120
27.2	71.1292	-120
28	71.3242	-120
29	71.5654	-120
30	71.8141	-120
30.7	71.9901	-120
31.5	72.1886	-120
32.5	72.4298	-120
33.5	72.6638	-120
34.5	72.8927	-120
35.5	73.1225	-120
36.5	73.3545	-120
37.5	73.5839	-120
38.7	73.8511	-120
40	74.1321	-120
41.2	74.3886	-120
42.5	74.6672	-120
43.7	74.9201	-120
45	75.1864	-120
46.2	75.4271	-120
47.5	75.6856	-120
48.7	75.9222	-120
50	76.1739	-120
51.5	76.4567	-120
53	76.7345	-120
54.5	77.0091	-120
56	77.2782	-120
58	77.6275	-120
60	77.9691	-120
61.5	78.22	-120
63	78.4656	-120
65	78.7859	-120
67	79.0989	-120
69	79.404	-120
71	79.7013	-120
73	79.9916	-120
75	80.2746	-120
77.5	80.6185	-120
80	80.9519	-120
82.5	81.2749	-120
85	81.588	-120
87.5	81.8914	-120
90	82.1853	-120
92.5	82.4701	-120
95	82.7459	-120
97.5	83.0133	-120
100	83.2722	-120
103	83.5721	-120
106	83.8606	-120
109	84.1383	-120
112	84.4054	-120
115	84.6623	-120
118	84.9094	-120
122	85.2242	-120
125	85.4498	-120
128	85.6665	-120
132	85.9426	-120
136	86.205	-120
140	86.454	-120
145	86.7469	-120
150	87.0216	-120
155	87.2794	-120
160	87.5215	-120
165	87.7489	-120
170	87.9624	-120
175	88.1626	-120
180	88.3507	-120
185	88.5279	-120
190	88.695	-120
195	88.8525	-120
200	89.0007	-120
206	89.1672	-120
212	89.322	-120
218	89.4656	-120
224	89.5984	-120
230	89.7209	-120
236	89.833	-120
243	89.9511	-120
250	90.056	-120
258	90.1597	-120
265	90.2361	-120
272	90.299	-120
280	90.3551	-120
290	90.4028	-120
300	90.4278	-120
307	90.4322	-120
315	90.424	-120
325	90.3979	-120
335	90.3569	-120
345	90.3035	-120
355	90.2406	-120
365	90.1713	-120
375	90.098	-120
387	90.0075	-120
400	89.9094	-120
412	89.8203	-120
425	89.7255	-120
437	89.6389	-120
450	89.5447	-120
462	89.4559	-120
475	89.3564	-120
487	89.2611	-120
500	89.1545	-120
515	89.0307	-120
530	88.9112	-120
545	88.8028	-120
560	88.7127	-120
580	88.6257	-120
600	88.574	-120
615	88.551	-120
630	88.5318	-120
650	88.4929	-120
670	88.418	-120
690	88.2908	-120
710	88.1059	-120
730	87.8734	-120
750	87.6255	-120
775	87.3701	-120
800	87.2787	-120
825	87.4189	-120
850	87.7667	-120
875	88.2217	-120
900	88.6723	-120
925	89.0426	-120
950	89.3022	-120
975	89.4592	-120
1,000	89.5457	-120
1,030	89.6153	-120
1,060	89.7032	-120
1,090	89.8331	-120
1,120	89.9924	-120
1,150	90.1496	-120
1,180	90.2738	-120
1,220	90.3651	-120
1,250	90.3621	-120
1,280	90.269	-120
1,320	89.9679	-120
1,360	89.4166	-120
1,400	88.6282	-120
1,450	87.544	-120
1,500	86.7082	-120
1,550	86.1338	-120
1,600	85.4043	-120
1,650	84.1275	-120
1,700	82.3045	-120
1,750	80.2106	-120
1,800	77.9372	-120
1,850	75.5926	-120
1,900	74.3581	-120
1,950	75.1609	-120
2,000	77.1007	-120
2,060	79.0898	-120
2,120	80.46	-120
2,180	81.485	-120
2,240	82.214	-120
2,300	82.7679	-120
2,360	83.3364	-120
2,430	83.9378	-120
2,500	84.1488	-120
2,580	84.0357	-120
2,650	84.0634	-120
2,720	84.1596	-120
2,800	84.0983	-120
2,900	83.9372	-120
3,000	83.8701	-120
3,070	83.7191	-120
3,150	83.4566	-120
3,250	83.1982	-120
3,350	82.8934	-120
3,450	82.8668	-120
3,550	83.5432	-120
3,650	83.8814	-120
3,750	83.612	-120
3,870	83.5876	-120
4,000	83.8494	-120
4,120	83.7331	-120
4,250	83.3671	-120
4,370	83.2256	-120
4,500	82.7594	-120
4,620	82.0699	-120
4,750	81.845	-120
4,870	82.198	-120
5,000	82.7488	-120
5,150	83.2367	-120
5,300	83.2314	-120
5,450	83.1592	-120
5,600	83.2514	-120
5,800	82.9902	-120
6,000	81.852	-120
6,150	80.9169	-120
6,300	80.4682	-120
6,500	80.721	-120
6,700	80.9553	-120
6,900	80.8571	-120
7,100	80.8529	-120
7,300	80.9049	-120
7,500	81.2076	-120
7,750	81.7012	-120
8,000	81.606	-120
8,250	81.5761	-120
8,500	81.5073	-120
8,750	81.2507	-120
9,000	80.8197	-120
9,250	80.3832	-120
9,500	80.3312	-120
9,750	80.4852	-120
10,000	80.5117	-120
10,300	80.0955	-120
10,600	79.0867	-120
10,900	78.3442	-120
11,200	78.5554	-120
11,500	79.0341	-120
11,800	78.9712	-120
12,200	78.3081	-120
12,500	77.6118	-120
12,800	75.891	-120
13,200	71.4756	-120
13,600	67.8644	-120
14,000	67.3732	-120
14,500	66.8873	-120
15,000	66.0377	-120
15,500	66.4538	-120
16,000	67.3757	-120
16,500	68.4918	-120
17,000	70.0775	-120
17,500	71.0972	-120
18,000	71.0269	-120
18,500	70.7095	-120
19,000	70.8454	-120
19,500	71.3168	-120
23.6	72.0976	-110
24.3	72.22	-110
25	72.3389	-110
25.8	72.4708	-110
26.5	72.5829	-110
27.2	72.6921	-110
28	72.8134	-110
29	72.9663	-110
30	73.1329	-110
30.7	73.2542	-110
31.5	73.3922	-110
32.5	73.5599	-110
33.5	73.7225	-110
34.5	73.883	-110
35.5	74.049	-110
36.5	74.2224	-110
37.5	74.3959	-110
38.7	74.5981	-110
40	74.8112	-110
41.2	75.0096	-110
42.5	75.2318	-110
43.7	75.436	-110
45	75.6509	-110
46.2	75.8466	-110
47.5	76.0606	-110
48.7	76.2601	-110
50	76.4736	-110
51.5	76.7142	-110
53	76.9534	-110
54.5	77.194	-110
56	77.4319	-110
58	77.7421	-110
60	78.0503	-110
61.5	78.2788	-110
63	78.5036	-110
65	78.7993	-110
67	79.0919	-110
69	79.379	-110
71	79.6611	-110
73	79.9392	-110
75	80.2124	-110
77.5	80.5468	-110
80	80.8739	-110
82.5	81.1934	-110
85	81.5057	-110
87.5	81.8107	-110
90	82.1084	-110
92.5	82.3989	-110
95	82.6822	-110
97.5	82.9586	-110
100	83.2279	-110
103	83.5421	-110
106	83.8465	-110
109	84.1414	-110
112	84.4268	-110
115	84.7031	-110
118	84.9703	-110
122	85.3129	-110
125	85.5598	-110
128	85.7981	-110
132	86.103	-110
136	86.394	-110
140	86.671	-110
145	86.998	-110
150	87.305	-110
155	87.5929	-110
160	87.8626	-110
165	88.1148	-110
170	88.3499	-110
175	88.5681	-110
180	88.7707	-110
185	88.9588	-110
190	89.1331	-110
195	89.2945	-110
200	89.4431	-110
206	89.6056	-110
212	89.7521	-110
218	89.8837	-110
224	90.0014	-110
230	90.1062	-110
236	90.1987	-110
243	90.2926	-110
250	90.3727	-110
258	90.4489	-110
265	90.5027	-110
272	90.5453	-110
280	90.5819	-110
290	90.6113	-110
300	90.6251	-110
307	90.6262	-110
315	90.6191	-110
325	90.6004	-110
335	90.5727	-110
345	90.5374	-110
355	90.4963	-110
365	90.4509	-110
375	90.4025	-110
387	90.3417	-110
400	90.2737	-110
412	90.2096	-110
425	90.139	-110
437	90.0731	-110
450	90.0012	-110
462	89.9352	-110
475	89.8654	-110
487	89.8044	-110
500	89.7449	-110
515	89.6883	-110
530	89.649	-110
545	89.6308	-110
560	89.6354	-110
580	89.6704	-110
600	89.7238	-110
615	89.7627	-110
630	89.7884	-110
650	89.7886	-110
670	89.7398	-110
690	89.642	-110
710	89.5091	-110
730	89.3677	-110
750	89.2582	-110
775	89.2238	-110
800	89.352	-110
825	89.6445	-110
850	90.0419	-110
875	90.4561	-110
900	90.8115	-110
925	91.0674	-110
950	91.2181	-110
975	91.2841	-110
1,000	91.2994	-110
1,030	91.2984	-110
1,060	91.3122	-110
1,090	91.3475	-110
1,120	91.3874	-110
1,150	91.4076	-110
1,180	91.3907	-110
1,220	91.306	-110
1,250	91.1891	-110
1,280	91.0013	-110
1,320	90.6012	-110
1,360	89.9746	-110
1,400	89.1123	-110
1,450	87.881	-110
1,500	86.7741	-110
1,550	85.8008	-110
1,600	84.5578	-110
1,650	82.5837	-110
1,700	79.883	-110
1,750	77.2712	-110
1,800	75.7136	-110
1,850	75.5255	-110
1,900	76.5281	-110
1,950	78.1766	-110
2,000	79.7405	-110
2,060	81.0492	-110
2,120	81.9269	-110
2,180	82.5777	-110
2,240	83.0613	-110
2,300	83.5062	-110
2,360	84.0497	-110
2,430	84.676	-110
2,500	84.9906	-110
2,580	85.0772	-110
2,650	85.2983	-110
2,720	85.657	-110
2,800	85.9663	-110
2,900	86.1372	-110
3,000	86.2252	-110
3,070	86.1397	-110
3,150	85.7452	-110
3,250	85.2046	-110
3,350	85.2308	-110
3,450	85.6803	-110
3,550	86.1957	-110
3,650	86.1995	-110
3,750	85.8067	-110
3,870	85.5593	-110
4,000	85.2945	-110
4,120	84.8239	-110
4,250	84.5503	-110
4,370	84.5945	-110
4,500	84.6178	-110
4,620	84.3719	-110
4,750	83.909	-110
4,870	83.4061	-110
5,000	82.7865	-110
5,150	82.491	-110
5,300	83.0289	-110
5,450	83.6164	-110
5,600	83.6463	-110
5,800	83.3986	-110
6,000	83.3103	-110
6,150	83.4502	-110
6,300	83.7089	-110
6,500	83.9667	-110
6,700	83.8095	-110
6,900	83.1649	-110
7,100	82.7383	-110
7,300	83.1483	-110
7,500	83.7473	-110
7,750	83.7354	-110
8,000	83.2506	-110
8,250	82.975	-110
8,500	83.1944	-110
8,750	83.5214	-110
9,000	83.3238	-110
9,250	83.0008	-110
9,500	82.9685	-110
9,750	83.0073	-110
10,000	82.9107	-110
10,300	82.7799	-110
10,600	82.5128	-110
10,900	81.7224	-110
11,200	80.9722	-110
11,500	81.0524	-110
11,800	81.5487	-110
12,200	81.4729	-110
12,500	80.5125	-110
12,800	79.0037	-110
13,200	76.4403	-110
13,600	73.4265	-110
14,000	70.9453	-110
14,500	69.0589	-110
15,000	69.0758	-110
15,500	69.96	-110
16,000	70.4861	-110
16,500	71.4181	-110
17,000	73.0187	-110
17,500	74.0427	-110
18,000	74.1214	-110
18,500	74.1013	-110
19,000	74.4303	-110
19,500	74.9155	-110
23.6	72.4556	-100
24.3	72.5787	-100
25	72.6983	-100
25.8	72.8309	-100
26.5	72.9437	-100
27.2	73.0535	-100
28	73.1756	-100
29	73.3292	-100
30	73.4961	-100
30.7	73.6176	-100
31.5	73.7557	-100
32.5	73.9235	-100
33.5	74.0863	-100
34.5	74.2467	-100
35.5	74.4125	-100
36.5	74.5853	-100
37.5	74.7581	-100
38.7	74.9596	-100
40	75.1718	-100
41.2	75.3692	-100
42.5	75.5899	-100
43.7	75.7925	-100
45	76.0059	-100
46.2	76.2	-100
47.5	76.412	-100
48.7	76.6095	-100
50	76.8208	-100
51.5	77.0588	-100
53	77.2952	-100
54.5	77.5329	-100
56	77.7677	-100
58	78.0737	-100
60	78.3775	-100
61.5	78.6026	-100
63	78.8241	-100
65	79.1152	-100
67	79.403	-100
69	79.6853	-100
71	79.9626	-100
73	80.2358	-100
75	80.504	-100
77.5	80.8324	-100
80	81.1533	-100
82.5	81.4667	-100
85	81.773	-100
87.5	82.072	-100
90	82.3639	-100
92.5	82.6487	-100
95	82.9263	-100
97.5	83.1971	-100
100	83.4611	-100
103	83.769	-100
106	84.0675	-100
109	84.3566	-100
112	84.6366	-100
115	84.9077	-100
118	85.17	-100
122	85.5065	-100
125	85.7492	-100
128	85.9837	-100
132	86.284	-100
136	86.571	-100
140	86.8446	-100
145	87.1682	-100
150	87.4727	-100
155	87.7591	-100
160	88.028	-100
165	88.2803	-100
170	88.5164	-100
175	88.7363	-100
180	88.9412	-100
185	89.1322	-100
190	89.31	-100
195	89.4751	-100
200	89.6278	-100
206	89.7953	-100
212	89.9471	-100
218	90.0838	-100
224	90.2063	-100
230	90.3155	-100
236	90.412	-100
243	90.5097	-100
250	90.5927	-100
258	90.671	-100
265	90.7256	-100
272	90.7682	-100
280	90.8038	-100
290	90.8314	-100
300	90.8433	-100
307	90.8434	-100
315	90.8362	-100
325	90.8194	-100
335	90.7965	-100
345	90.7699	-100
355	90.7418	-100
365	90.714	-100
375	90.6877	-100
387	90.6593	-100
400	90.6325	-100
412	90.611	-100
425	90.5901	-100
437	90.5717	-100
450	90.5519	-100
462	90.5333	-100
475	90.5132	-100
487	90.4959	-100
500	90.4808	-100
515	90.4712	-100
530	90.4741	-100
545	90.4928	-100
560	90.5289	-100
580	90.5989	-100
600	90.6811	-100
615	90.7397	-100
630	90.7849	-100
650	90.8132	-100
670	90.7972	-100
690	90.7382	-100
710	90.6504	-100
730	90.5594	-100
750	90.5011	-100
775	90.5198	-100
800	90.6723	-100
825	90.9497	-100
850	91.2966	-100
875	91.638	-100
900	91.9106	-100
925	92.0789	-100
950	92.1381	-100
975	92.1087	-100
1,000	92.0267	-100
1,030	91.9135	-100
1,060	91.8293	-100
1,090	91.7878	-100
1,120	91.7707	-100
1,150	91.7463	-100
1,180	91.6869	-100
1,220	91.5381	-100
1,250	91.3638	-100
1,280	91.11	-100
1,320	90.6102	-100
1,360	89.8682	-100
1,400	88.8658	-100
1,450	87.4185	-100
1,500	86.0678	-100
1,550	84.8563	-100
1,600	83.4289	-100
1,650	81.5825	-100
1,700	79.8616	-100
1,750	78.9767	-100
1,800	78.7321	-100
1,850	78.6861	-100
1,900	79.0429	-100
1,950	79.9926	-100
2,000	81.1583	-100
2,060	82.3121	-100
2,120	83.1837	-100
2,180	83.8949	-100
2,240	84.4792	-100
2,300	85.0321	-100
2,360	85.6587	-100
2,430	86.3636	-100
2,500	86.7619	-100
2,580	86.917	-100
2,650	87.1619	-100
2,720	87.5096	-100
2,800	87.7656	-100
2,900	87.8526	-100
3,000	87.7845	-100
3,070	87.5163	-100
3,150	87.1321	-100
3,250	87.1387	-100
3,350	87.65	-100
3,450	87.8306	-100
3,550	87.6572	-100
3,650	87.3031	-100
3,750	86.9599	-100
3,870	86.8352	-100
4,000	86.6764	-100
4,120	86.6315	-100
4,250	86.8561	-100
4,370	86.9744	-100
4,500	86.7846	-100
4,620	86.2534	-100
4,750	85.5607	-100
4,870	85.2978	-100
5,000	85.3576	-100
5,150	85.6485	-100
5,300	85.7484	-100
5,450	85.464	-100
5,600	85.1681	-100
5,800	85.2628	-100
6,000	85.6314	-100
6,150	85.8325	-100
6,300	85.8215	-100
6,500	85.6216	-100
6,700	85.4665	-100
6,900	85.2699	-100
7,100	85.0847	-100
7,300	85.119	-100
7,500	85.3757	-100
7,750	85.6309	-100
8,000	85.5492	-100
8,250	85.4449	-100
8,500	85.4971	-100
8,750	85.5063	-100
9,000	85.4075	-100
9,250	85.1948	-100
9,500	85.0486	-100
9,750	85.0934	-100
10,000	85.2243	-100
10,300	85.217	-100
10,600	84.8453	-100
10,900	84.0808	-100
11,200	83.5367	-100
11,500	83.5407	-100
11,800	83.7849	-100
12,200	83.7835	-100
12,500	83.2049	-100
12,800	82.0812	-100
13,200	79.9698	-100
13,600	77.365	-100
14,000	75.2014	-100
14,500	73.8793	-100
15,000	73.151	-100
15,500	72.7855	-100
16,000	73.199	-100
16,500	74.4958	-100
17,000	76.0759	-100
17,500	77.0636	-100
18,000	77.2041	-100
18,500	77.0199	-100
19,000	76.9596	-100
19,500	76.9815	-100
23.6	70.219	-90
24.3	70.44	-90
25	70.6548	-90
25.8	70.8929	-90
26.5	71.0953	-90
27.2	71.2924	-90
28	71.5116	-90
29	71.7811	-90
30	72.0544	-90
30.7	72.2459	-90
31.5	72.4613	-90
32.5	72.7231	-90
33.5	72.977	-90
34.5	73.2249	-90
35.5	73.4718	-90
36.5	73.7188	-90
37.5	73.9621	-90
38.7	74.2455	-90
40	74.5434	-90
41.2	74.8141	-90
42.5	75.1059	-90
43.7	75.37	-90
45	75.6482	-90
46.2	75.8992	-90
47.5	76.1677	-90
48.7	76.4126	-90
50	76.6726	-90
51.5	76.9648	-90
53	77.2511	-90
54.5	77.5331	-90
56	77.8091	-90
58	78.1669	-90
60	78.5161	-90
61.5	78.7719	-90
63	79.0224	-90
65	79.3485	-90
67	79.6666	-90
69	79.9763	-90
71	80.2779	-90
73	80.572	-90
75	80.8585	-90
77.5	81.2063	-90
80	81.5431	-90
82.5	81.8693	-90
85	82.1852	-90
87.5	82.4912	-90
90	82.7875	-90
92.5	83.0745	-90
95	83.3524	-90
97.5	83.6217	-90
100	83.8825	-90
103	84.1845	-90
106	84.4752	-90
109	84.755	-90
112	85.0241	-90
115	85.2832	-90
118	85.5325	-90
122	85.8503	-90
125	86.0783	-90
128	86.2975	-90
132	86.5771	-90
136	86.8432	-90
140	87.0961	-90
145	87.3943	-90
150	87.6745	-90
155	87.9382	-90
160	88.1863	-90
165	88.4199	-90
170	88.6397	-90
175	88.8463	-90
180	89.0407	-90
185	89.2239	-90
190	89.3967	-90
195	89.5595	-90
200	89.7125	-90
206	89.8839	-90
212	90.0425	-90
218	90.1889	-90
224	90.3235	-90
230	90.4464	-90
236	90.5579	-90
243	90.674	-90
250	90.7756	-90
258	90.8747	-90
265	90.9465	-90
272	91.0049	-90
280	91.0566	-90
290	91.1011	-90
300	91.1267	-90
307	91.1347	-90
315	91.1351	-90
325	91.1267	-90
335	91.1122	-90
345	91.095	-90
355	91.0785	-90
365	91.0653	-90
375	91.0574	-90
387	91.0568	-90
400	91.0668	-90
412	91.0848	-90
425	91.1118	-90
437	91.1408	-90
450	91.1737	-90
462	91.2032	-90
475	91.2326	-90
487	91.2569	-90
500	91.2806	-90
515	91.307	-90
530	91.3356	-90
545	91.37	-90
560	91.4127	-90
580	91.4816	-90
600	91.5576	-90
615	91.6118	-90
630	91.6555	-90
650	91.6883	-90
670	91.6842	-90
690	91.6425	-90
710	91.5734	-90
730	91.4977	-90
750	91.4464	-90
775	91.4569	-90
800	91.5797	-90
825	91.8091	-90
850	92.0981	-90
875	92.3802	-90
900	92.5953	-90
925	92.7058	-90
950	92.7022	-90
975	92.6017	-90
1,000	92.4413	-90
1,030	92.2334	-90
1,060	92.0686	-90
1,090	91.9724	-90
1,120	91.9287	-90
1,150	91.8986	-90
1,180	91.8438	-90
1,220	91.7043	-90
1,250	91.5342	-90
1,280	91.2786	-90
1,320	90.7614	-90
1,360	89.9782	-90
1,400	88.9247	-90
1,450	87.4781	-90
1,500	86.3298	-90
1,550	85.5604	-90
1,600	84.7649	-90
1,650	83.7074	-90
1,700	82.6656	-90
1,750	81.9088	-90
1,800	81.254	-90
1,850	80.6296	-90
1,900	80.5453	-90
1,950	81.3211	-90
2,000	82.5293	-90
2,060	83.7983	-90
2,120	84.713	-90
2,180	85.426	-90
2,240	86.0349	-90
2,300	86.6055	-90
2,360	87.1962	-90
2,430	87.8444	-90
2,500	88.2377	-90
2,580	88.3752	-90
2,650	88.5521	-90
2,720	88.8657	-90
2,800	89.1653	-90
2,900	89.2819	-90
3,000	89.1948	-90
3,070	89.1324	-90
3,150	89.1936	-90
3,250	89.4707	-90
3,350	89.5807	-90
3,450	89.2495	-90
3,550	88.9748	-90
3,650	88.9431	-90
3,750	88.9502	-90
3,870	88.9575	-90
4,000	88.8104	-90
4,120	88.7899	-90
4,250	89.0025	-90
4,370	89.1538	-90
4,500	89.1005	-90
4,620	88.6441	-90
4,750	87.9215	-90
4,870	87.6118	-90
5,000	87.6113	-90
5,150	87.7185	-90
5,300	87.6634	-90
5,450	87.5246	-90
5,600	87.5862	-90
5,800	87.9692	-90
6,000	88.2733	-90
6,150	88.2249	-90
6,300	88.0671	-90
6,500	88.0731	-90
6,700	88.2744	-90
6,900	88.3047	-90
7,100	88.0775	-90
7,300	87.8721	-90
7,500	87.8534	-90
7,750	87.925	-90
8,000	87.9532	-90
8,250	87.9197	-90
8,500	87.9194	-90
8,750	87.9102	-90
9,000	87.827	-90
9,250	87.7551	-90
9,500	87.6833	-90
9,750	87.6255	-90
10,000	87.7442	-90
10,300	87.9251	-90
10,600	87.6392	-90
10,900	86.9727	-90
11,200	86.4856	-90
11,500	86.3999	-90
11,800	86.4954	-90
12,200	86.4261	-90
12,500	85.9852	-90
12,800	85.1474	-90
13,200	83.3511	-90
13,600	80.8782	-90
14,000	78.6272	-90
14,500	76.9795	-90
15,000	76.4665	-90
15,500	76.2105	-90
16,000	76.1953	-90
16,500	77.5995	-90
17,000	79.3479	-90
17,500	80.3091	-90
18,000	80.5566	-90
18,500	80.484	-90
19,000	80.3379	-90
19,500	80.1987	-90
23.6	71.2614	-80
24.3	71.4336	-80
25	71.6008	-80
25.8	71.7863	-80
26.5	71.9439	-80
27.2	72.0975	-80
28	72.2682	-80
29	72.4803	-80
30	72.7029	-80
30.7	72.8618	-80
31.5	73.0415	-80
32.5	73.26	-80
33.5	73.4718	-80
34.5	73.6795	-80
35.5	73.8899	-80
36.5	74.1044	-80
37.5	74.3172	-80
38.7	74.5651	-80
40	74.826	-80
41.2	75.0655	-80
42.5	75.3278	-80
43.7	75.5668	-80
45	75.8184	-80
46.2	76.0463	-80
47.5	76.2922	-80
48.7	76.5185	-80
50	76.7597	-80
51.5	77.0309	-80
53	77.2983	-80
54.5	77.5638	-80
56	77.8248	-80
58	78.164	-80
60	78.4974	-80
61.5	78.7429	-80
63	78.9837	-80
65	79.2985	-80
67	79.6076	-80
69	79.9094	-80
71	80.2044	-80
73	80.4935	-80
75	80.7762	-80
77.5	81.1207	-80
80	81.4558	-80
82.5	81.7817	-80
85	82.0988	-80
87.5	82.4071	-80
90	82.707	-80
92.5	82.9986	-80
95	83.2821	-80
97.5	83.5578	-80
100	83.8258	-80
103	84.1375	-80
106	84.4389	-80
109	84.7302	-80
112	85.0116	-80
115	85.2837	-80
118	85.5465	-80
122	85.8831	-80
125	86.1257	-80
128	86.3597	-80
132	86.6594	-80
136	86.9458	-80
140	87.2189	-80
145	87.5422	-80
150	87.847	-80
155	88.1342	-80
160	88.4047	-80
165	88.6593	-80
170	88.8984	-80
175	89.1223	-80
180	89.332	-80
185	89.5284	-80
190	89.7122	-80
195	89.8839	-80
200	90.0435	-80
206	90.2198	-80
212	90.3805	-80
218	90.5262	-80
224	90.6575	-80
230	90.7752	-80
236	90.8796	-80
243	90.9859	-80
250	91.0767	-80
258	91.163	-80
265	91.2239	-80
272	91.2724	-80
280	91.3147	-80
290	91.3514	-80
300	91.3744	-80
307	91.3843	-80
315	91.3911	-80
325	91.3967	-80
335	91.4026	-80
345	91.4118	-80
355	91.427	-80
365	91.4495	-80
375	91.4803	-80
387	91.5277	-80
400	91.5892	-80
412	91.6522	-80
425	91.7232	-80
437	91.7871	-80
450	91.8512	-80
462	91.9033	-80
475	91.9508	-80
487	91.9865	-80
500	92.018	-80
515	92.0486	-80
530	92.0779	-80
545	92.1106	-80
560	92.1506	-80
580	92.2158	-80
600	92.2895	-80
615	92.3434	-80
630	92.3883	-80
650	92.4241	-80
670	92.4237	-80
690	92.3849	-80
710	92.3172	-80
730	92.2405	-80
750	92.1842	-80
775	92.1808	-80
800	92.2781	-80
825	92.469	-80
850	92.7093	-80
875	92.9368	-80
900	93.0954	-80
925	93.1497	-80
950	93.092	-80
975	92.9426	-80
1,000	92.7457	-80
1,030	92.5208	-80
1,060	92.3771	-80
1,090	92.338	-80
1,120	92.3732	-80
1,150	92.4254	-80
1,180	92.4425	-80
1,220	92.3754	-80
1,250	92.2436	-80
1,280	92.0181	-80
1,320	91.5459	-80
1,360	90.8416	-80
1,400	89.9418	-80
1,450	88.8122	-80
1,500	88.0486	-80
1,550	87.6239	-80
1,600	87.1161	-80
1,650	86.2515	-80
1,700	85.1351	-80
1,750	83.9498	-80
1,800	82.7193	-80
1,850	81.7094	-80
1,900	81.5919	-80
1,950	82.5319	-80
2,000	83.8592	-80
2,060	85.1272	-80
2,120	85.9905	-80
2,180	86.6647	-80
2,240	87.2485	-80
2,300	87.7974	-80
2,360	88.3766	-80
2,430	89.0337	-80
2,500	89.4775	-80
2,580	89.7507	-80
2,650	90.0601	-80
2,720	90.4286	-80
2,800	90.725	-80
2,900	90.9408	-80
3,000	91.1085	-80
3,070	91.1878	-80
3,150	91.2378	-80
3,250	91.2351	-80
3,350	91.1215	-80
3,450	90.9972	-80
3,550	91.0873	-80
3,650	91.204	-80
3,750	91.1597	-80
3,870	91.0268	-80
4,000	90.8756	-80
4,120	91.0656	-80
4,250	91.4122	-80
4,370	91.529	-80
